geneCluster_0	geneCluster_1	geneCluster_2	geneCluster_3	geneCluster_4	geneCluster_5	geneCluster_6	geneCluster_7	geneCluster_8
Trmt5	Pcdhga1							
Slc38a6	Gm26672							
Prkch	AC133601.1							
Gm15283	AC164106.1							
Rhoj	AC122895.1							
Sgpp1	AC102268.2							
Syne2	Rax							
Mthfd1	Neto1							
Zbtb25	Gm8189							
Zbtb1	Gm10353							
Hspa2	Lrrc10b							
Plekhg3	Slc1a1							
Fntb	Gldc							
Rab15	Hectd2os							
Gm48226	Ppp1r3c							
Gphn	Cyp2c68							
Mpp5	A930028N01Rik							
Tmem229b	Slit1							
Pigh	Hpse2							
Arg2	AC138790.2							
Rdh11	AC132251.1							
Zfyve26	Kcnip2							
Rad51b	Ina							
Gm26669	Col17a1							
2310015A10Rik	Gm16299							
Actn1	AC113491.1							
Dcaf5	AC110206.1							
Gm30025	mt-Ti							
Exd2	mt-Ts1							
Galnt16	Gm37363							
Slc39a9	Gm1992							
Cox16	Vxn							
Med6	Gm38342							
Ttc9	Gdap1							
Pcnx	Gm37880							
Dcaf4	Cnga3							
Zfyve1	Dnah7a							
Numb	Unc80							
Gm3791	6030407O03Rik							
Riox1	Ngef							
Acot2	Gm35048							
Acot6	Gm28535							
Dnal1	Gm37120							
Elmsan1	Gm19461							
Ptgr2	Brinp3							
Zfp410	Myoc							
Coq6	Ccdc190							
Entpd5	Gm26641							
Rnf113a2	Casq1							
Aldh6a1	Lefty2							
Lin52	Kcnh1							
Abcd4	Camk1g							
Arel1	Gm16897							
Pgf	Gm32250							
Mlh3	Itih2							
Acyp1	Gm37824							
Nek9	Gm13352							
Gm47863	Gm13423							
Ttll5	Gm38309							
Tgfb3	2810430I11Rik							
Ift43	1700001O22Rik							
Gpatch2l	Lmx1b							
Cipc	Gm13404							
Pomt2	Slc38a11							
Gstz1	Dlx2							
Tmed8	Ttn							
Vipas39	Gm13688							
Alkbh1	Gm13740							
Adck1	Gm13778							
Cep128	Gm13981							
Ston2	Gm22613							
Galc	Gm4430							
Spata7	Otor							
Ptpn21	Pcsk2os1							
Eml5	Rpl5-ps2							
Ttc8	Gm14172							
Gm19951	Gm45447							
Tdp1	Ptprt							
Kcnk13	0610039K10Rik							
Nrde2	Gm16316							
Ttc7b	Wfdc15b							
Rps6ka5	5031425F14Rik							
Dglucy	Gm14393							
Ccdc88c	Gm26652							
Fbln5	Rab33a							
Atxn3	Gm715							
Golga5	Aff2							
Itpk1	Gm26617							
Gm37019	Cited1							
Gm28373	Gm9200							
Gm20604	Pcdh11x							
Tmem251	Gm10344							
Ubr7	Kcne1l							
Ifi27	Gm17308							
Serpina3f	Car3							
Clmn	Cldn11							
Gm28875	Gm42692							
Syne3	Gm42922							
Bdkrb2	Pcdh10							
Atg2b	Gm43437							
Gskip	Gm38186							
Ccnk	Plch1							
Ccdc85c	1110032F04Rik							
Hhipl1	Gm6634							
Eml1	Bcan							
Degs2	Bglap							
Slc25a29	C2cd4d							
Meg3	Gm15265							
Wdr20	Gm42672							
Zfp839	Ovgp1							
Cinp	Aknad1							
Tecpr2	Gm6649							
Ankrd9	Gm42544							
Traf3	Gm43327							
Cdc42bpb	Gm42974							
Exoc3l4	Slc9b1							
Gm266	Gm9480							
Ckb	Gm11827							
Trmt61a	Necab1							
Bag5	Nkain3							
Zfyve21	Fhl5							
Ppp1r13b	Gm11893							
Kif26a	Bach2it1							
Inf2	1110017D15Rik							
Adssl1	Gm13306							
Zbtb42	Gm12530							
Cep170b	Gm26889							
Clba1	Slc46a2							
Cdca4	4933430I17Rik							
Jag2	Astn2							
Nudt14	0610043K17Rik							
Brf1	Fyb2							
Btbd6	Gm20731							
Pacs2	A730015C16Rik							
Mta1	Gm12959							
Crip2	Gm12892							
Tmem121	Gm12963							
Igha	Padi1							
Zfp386	Rsg1							
Wdr60	C630004L07Rik							
Rapgef5	Zfp990							
Gm49602	Gm9768							
Sp4	Plch2							
Ccdc152	Gm26840							
Ghr	Tas1r3							
Fbxo4	Gm43130							
Plcxd3	1500035N22Rik							
C7	Gm36401							
Card6	Gm43778							
Prkaa1	Gm42803							
Ttc33	Nmu							
Ptger4	Gm43173							
Osmr	Gm2840							
Egflam	Gm42902							
Wdr70	Cplx1							
Nup155	Gm26718							
Cplane1	Gm15989							
Slc1a3	Gm43119							
Nadk2	Gm43247							
Skp2	Gm9936							
Lmbrd2	B3gnt4							
Rad1	Tmem132c							
Rai14	Tfr2							
C1qtnf3	Gper1							
Amacr	Slc29a4							
Mtmr12	Gm34248							
Pdzd2	Gm20488							
6030458C11Rik	Gpr37							
Drosha	Opn1sw							
Myo10	Gm13861							
Fbxl7	Cntnap2							
Ank	Npy							
Ctnnd2	Grid2							
Cmbl	Gm38114							
Fam173b	Dnah6							
Snhg18	Gm9001							
Sema5a	Gm44228							
Gm32618	Gm42688							
Sdc2	Spr-ps1							
Cpq	Gm44421							
Laptm4b	Slc6a12							
Rida	Gm44068							
Pop1	Gm43931							
Stk3	Gm6288							
Vps13b	9430041J12Rik							
Rnf19a	Usp29							
Ankrd46	Nlrp5-ps							
Ncald	Pnmal1							
Rrm2b	Selenov							
Klf10	Gm44883							
Fzd6	Zfp977							
Slc25a32	Ptpn5							
Lrp12	Gabrb3							
Zfpm2	1810008I18Rik							
Angpt1	Gm45102							
Nudcd1	Gm9885							
Ebag9	Rlbp1							
Utp23	Alpk3							
Samd12	Ap3b2							
Tnfrsf11b	Ccdc83							
Ccn3	Gm45159							
Enpp2	Gm16053							
Taf2	Phox2a							
Mtbp	Olfr558							
Zhx2	Hbb-bt							
Tbc1d31	Gm16464							
9130401M01Rik	Gvin1							
Wdyhv1	Gm18853							
Fbxo32	Trim66							
Trmt12	Gm45819							
Rnf139	Gm23262							
Tatdn1	Parvaos							
Sqle	Sox6os							
Washc5	Gm45033							
Myc	Dnah3							
Pvt1	Gm45204							
Tmem71	Gm44982							
Ccn4	Sprn							
Ndrg1	Igf2							
Zfat	Phlda2							
Gm26621	Gm46212							
Khdrbs3	Gm47710							
Trappc9	Gm47355							
Peg13	Gm47023							
Ptk2	Gm5750							
Slc45a4	Tspear							
Ptp4a3	Atcay							
Ndufb4c	Ap3m1-ps							
Them6	Anks1b							
Lynx1	Gm5780							
Ly6d	Epyc							
Ly6k	Gm36208							
Gm39556	Cyp27b1							
Ly6i	Gls2							
Ly6c1	Fcer2a							
I830127L07Rik	Fam155a							
Gpihbp1	Gm44799							
Zfp41	2900027M19Rik							
Top1mt	1700041G16Rik							
Zc3h3	Adam5							
Naprt	Lrp2bp							
Pycrl	Gm19744							
Tsta3	Ncan							
Zfp623	Cers1							
Zfp707	Gm7984							
Ccdc166	Klf1							
Scrib	Gm45662							
Nrbp2	Slc6a2							
Parp10	Bean1							
Oplah	Hsd11b2							
Gpaa1	Bco1							
Sharpin	Gm27030							
Hgh1	Gm48600							
Mroh1	Cfap70							
Bop1	Duxbl3							
Hsf1	Itih3							
Fbxl6	4930425P05Rik							
Slc52a2	Gm37194							
Adck5	Rnase10							
Cpsf1	Gm16867							
Ppp1r16a	Gm48998							
Mfsd3	Gm4632							
Lrrc14	Slitrk1							
C030006K11Rik	Dct							
Zfp251	Nalcn							
Zfp7	Gria4							
Rbfox2	Piwil4							
4833412C15Rik	Icam5							
Apol10b	Gm26511							
Foxred2	Gm47481							
Ift27	Kirrel3							
Mpst	Pate2							
Kctd17	Jhy							
C1qtnf6	Gm30015							
Gm36738	4930448E22Rik							
Mfng	Gm11149							
Card10	Chrna3							
Cdc42ep1	Chrnb4							
Sh3bp1	Gm5917							
Triobp	Gm10653							
Gcat	Gm48822							
Ankrd54	Clstn2							
Micall1	Gpr62							
1700088E04Rik	Scn5a							
Pick1	Gm23624							
Pla2g6	Gm12592							
Maff	4921536K21Rik							
Tmem184b	Vstm2a							
Kdelr3	Egfros							
Cby1	Gm16140							
Josd1	Gm26829							
Gtpbp1	Gm9945							
Sun2	Pld6							
Dnal4	9130213A22Rik							
Nptxr	Ybx2							
Cbx6	Vmo1							
Cbx7	Efcab5							
Pdgfb	Sarm1							
Tab1	2610027K06Rik							
Mief1	Gm38534							
Adsl	Sgca							
Sgsm3	1700001P01Rik							
Mrtfa	Ccr10							
Xpnpep3	Gm26668							
L3mbtl2	Ccdc103							
Zc3h7b	Cacng4							
Tef	4932435O22Rik							
Polr3h	Ict1os							
Csdc2	Sap30bpos							
Pmm1	Gm11767							
Xrcc6	Gm47493							
Desi1	Gm42683							
Ccdc134	Nrsn1							
Sept3	Gm29675							
Naga	Fam217a							
Cyp2d22	Tfap2a							
Serhl	Rnf182							
Rrp7a	Barx1							
Rnu12	Sncb							
A4galt	Gm27834							
Arfgap3	Zfp457							
Ttll1	A530095I07Rik							
Bik	Gm17108							
Mcat	Ube2ql1							
Ttll12	AI197445							
Scube1	Gm49395							
Parvb	Fgf10							
Parvg	Gm48532							
Prr5	Gm29737							
Fam118a	Gm48667							
Fbln1	Lrrn3							
Cdpf1	Gm7172							
Ttc38	Rpl21-ps3							
Trmu	Mdga2							
Gramd4	Gm32369							
Tbc1d22a	9230116L04Rik							
Zbed4	Gm17191							
Alg12	D030025P21Rik							
Trabd	Prox2os							
Selenoo	Gm26723							
Tubgcp6	Slc24a4							
Hdac10	Chga							
Mapk12	Dio3os							
Ppp6r2	Dio3							
Sbf1	A230087F16Rik							
Lmf2	Tiaf2							
Sco2	Gm35167							
Chkb	Gm35248							
C730034F03Rik	Gm49694							
Arsa	8430426J06Rik							
Shank3	AC117700.1							
Rabl2	Scn8a							
Alg10b	Ahsg							
Cpne8	Gm6493							
Abcd2	Trp63							
Lrrk2	Gm46560							
Gxylt1	Gm536							
Pphln1	Sema5b							
Prickle1	Cfap44							
Pus7l	Zpld1							
Irak4	Dscam							
Nell2	4930506C21Rik							
2610037D02Rik	Slc22a3							
Slc38a4	Pnldc1							
Pced1b	CT010433.1							
Rpap3	Bricd5							
Rapgef3	Gm26694							
Hdac7	Ggnbp1							
Tmem106c	AC126040.2							
Pfkm	AC132460.3							
Asb8	Tnxa							
Kansl2	Ly6g6c							
Adcy6	Gm20443							
Cacnb3	Ptcra							
Rnd1	Gm27217							
Fkbp11	AC102618.1							
Prkag1	Gm16072							
Rhebl1	Gm7847							
Lmbr1l	Gm10544							
Tuba1a	Pcdhb2							
Spats2	Pcdhb8							
Prpf40b	Pcdhga4							
Fmnl3	Gm29994							
Nckap5l	2010320O07Rik							
Bcdin3d	A930012L18Rik							
Smarcd1	AC121957.1							
Mettl7a1	AC124466.1							
Slc11a2	AC109152.1							
Letmd1	AC109138.11							
Tfcp2	AC124502.4							
Pou6f1	Tigd3							
Cela1	Scgb1a1							
Fignl2	Gm336							
Acvrl1	Cntf							
Acvr1b	1700028P14Rik							
Grasp	Tll2							
Atg101	Golga7b							
Gm35853	Cyp2c23							
Krt80	Gm24336							
Tns2	Gucy2g							
Spryd3	mt-Tc							
Igfbp6	mt-Tg							
Soat2	Rbm6-ps1							
Csad	Il17a							
Zfp740	Gm28836							
Rarg	Khdc1c							
Espl1	Gm37127							
Myg1	Ankrd23							
Aaas	Als2cr12							
Gm26518	Gm18829							
Map3k12	Gm37198							
Tarbp2	G530012D18Rik							
Atp5g2	Cntnap5a							
Calcoco1	Gm26892							
Hoxc5	Tnni1							
Hoxc8	Atp6v1g3							
Hoxc6	Gm6397							
Hoxc4	Gm37648							
Smug1	Tnr							
Nfe2	Gm37469							
Gpr84	9430037O13Rik							
Zfp385a	Gm37697							
Itga5	Gm13357							
Pde1b	Gm38287							
Ppp1r1a	Gm13568							
Zfp597	Adamts13							
Naa60	Lhx2							
1700037C18Rik	Gm13522							
Cluap1	Pde11a							
Slx4	Prg2							
Trap1	Gm13736							
Adcy9	Olfr1259							
Tfap4	Disp2							
Glis2	Gm14212							
Coro7	Gm23172							
Vasn	AI847159							
Dnaja3	Gm11474							
Nmral1	Kcnq2							
Cdip1	Rhox8							
Ubald1	Cd40lg							
Nudt16l1	Gm6238							
Anks3	Fabp12							
Rogdi	Gm22009							
AU021092	Gm3513							
Alg1	Gria2							
Eef2kmt	Gm16069							
Mettl22	Gm15602							
Abat	Gm42893							
Tmem186	Plppr5							
Pmm2	Gm26871							
Emp2	Ndst4							
Tvp23a	Gm43652							
Dexi	Gm42449							
Clec16a	Gm11831							
Rmi2	Frrs1l							
Snn	Gm23287							
Txndc11	Gm10571							
Tnfrsf17	Gm26716							
Snx29	Zfp683							
Cpped1	Ncmap							
Ercc4	Gm13237							
Mrtfb	Zfp985							
Parn	Gm17590							
3110001I22Rik	Dpp6							
Rrn3	Gm43860							
Pdxdc1	Gm42521							
Nde1	Gm29036							
Myh11	Cckar							
Fopnl	Gm42733							
Abcc1	Hopxos							
Snai2	Gm42602							
Mcm4	Gm26692							
Prkdc	Gm43118							
Mzt2	Gm24265							
Cebpd	Gm43409							
Spidr	Gm43756							
Yars2	Gm16020							
Top3b	4930528J11Rik							
Ppm1f	Trbv2							
Ydjc	Gm19244							
Hic2	Il23r							
Tmem191c	Gm43292							
Crkl	Gm44126							
Lztr1	Gm15856							
Thap7	Iqsec3							
Smpd4	Gm43971							
Klhl22	Gm43965							
Scarf2	Klra1							
Dgcr2	Vmn2r53							
Ess2	Rnf170-ps							
Slc25a1	Nphs1							
Dgcr6	Upk1a							
Zdhhc8	Klk1b27							
Trmt2a	Gm44936							
Dgcr8	Gm44559							
Tango2	Gm45201							
Txnrd2	Gm18959							
Cldn5	Gm20663							
2510002D24Rik	Olfr700							
Hira	Hmx3							
Iglc3	A130023I24Rik							
B3gnt5	Cd163l1							
Klhl6	Gm15560							
Yeats2	Gm17711							
Abcc5	Gm30285							
Eif2b5	Gm10273							
Dvl3	Oit3							
Abcf3	Gm867							
Alg3	Gm17134							
Eef1akmt4	Fhl4							
Fam131a	Gm15990							
Polr2h	Ifngas1							
Chrd	Asb5							
Ephb3	Rln3							
Magef1	Gm2694							
Vps8	Gm45760							
2510009E07Rik	Plekhg4							
Ehhadh	Kctd19							
1300002E11Rik	Jph3							
Tmem41a	Nek10							
Igf2bp2	Slc18a3							
Dgkg	Nrg3							
Tbccd1	Gm43647							
St6gal1	Mcpt1							
Bcl6	Mcpt2							
Gm31814	Gzme							
Lppos	Gzmd							
Mb21d2	Gm25517							
Hes1	Gm49069							
Lsg1	Gm49373							
Fam43a	Gm48796							
Xxylt1	Gm30373							
Bdh1	Gm47345							
Dlg1	Foxr1							
Pigz	Snap91							
Cep19	Gm47168							
Fbxo45	Gm28586							
Wdr53	Gm37962							
Rnf168	Iqcf1							
Ubxn7	Gm17041							
Tctex1d2	6430571L13Rik							
Tfrc	Gm37963							
Tnk2	Gm42755							
Rubcn	Gm26614							
Osbpl11	Gm33460							
Heg1	Gm47140							
Umps	Lrrc75aos2							
Kalrn	Mfsd6l							
Ccdc14	Gm26836							
Hacd2	Evi2b							
Adcy5	Bcas3os1							
Sec22a	Atp5l-ps2							
Dirc2	1700012B07Rik							
Hspbap1	Gm2423							
Ccdc58	Tcrg-V6							
Slc15a2	Hist1h2ah							
Iqcb1	Gm48708							
Gm49599	Slc28a3							
Gtf2e1	4930486L24Rik							
Rabl3	Gm47603							
Fstl1	Gm47602							
Popdc2	Gm47551							
Pla1a	2810403G07Rik							
D930030I03Rik	Mcidas							
Cd80	Dtnbos							
Timmdc1	Gm47997							
Poglut1	Myt1l							
Tmem39a	Gm48808							
B4galt4	Six1							
BC002163	Gm17139							
Qtrt2	Gm47566							
Ccdc191	Kcnk10							
Zdhhc23	4930477G07Rik							
Usf3	Gm36756							
Spice1	Gm34794							
Boc	Apol7b							
Nepro	Gm18911							
Gtpbp8	Gm17638							
Cd200r1	Gm10856							
Ccdc80	Gm24447							
Slc35a5	Gm41386							
Btla	Gm22951							
Cd200	Gm15558							
Abhd10	Prm1							
Phldb2	Cyp2ab1							
Nectin3	Muc4							
Dzip3	Gm49728							
Ift57	Gm49730							
Dubr	4930478L05Rik							
Cblb	Grik1							
Nxpe3	4930404I05Rik							
Cep97	AC122821.1							
Zbtb11os1	Gm49794							
Zbtb11	Gm17657							
Trmt10c	Gm38099							
Abi3bp	Pp2d1							
Tmem45a	Gm26749							
Nit2	Gm29554							
Tbc1d23	Gm22886							
Cmss1	Arl14epl							
Col8a1	St8sia3							
Dcbld2	Cfap53							
Cpox	AC131185.1							
Riox2	AC117612.1							
Arl6	Gm8251							
Nsun3	Poglut2							
Arl13b	Gm29325							
Epha3	Fcmr							
Zfp654	Pacc1							
Gbe1	Gm10134							
Robo1	Olfr366							
Robo2	Kcnh7							
Mir99ahg	Gnasas1							
Gm38071	9230112E08Rik							
Gm36963	Mir124-2hg							
Gm37606	Zfp267							
C130023A14Rik	Il21							
Btg3	1700094D03Rik							
Chodl	Hist2h3c1							
Mir155hg	AC121792.1							
Mrpl39	Tafa3							
Jam2	Gm43846							
Gabpa	Lpar3							
Cyyr1	Gm12905							
Adamts1	Cnga1							
N6amt1	Gm42601							
Ltn1	A630023P12Rik							
Rwdd2b	Adam1a							
Scaf4	Sap25							
Gm49708	Trbv1							
Hunk	A430010J10Rik							
Mis18a	Gm9008							
Urb1	Gm20594							
Cfap298	Gm44053							
Paxbp1	Clec4b2							
4932438H23Rik	Klra6							
Tmem50b	Igflr1							
Gart	Slc17a6							
Donson	Olfr633							
Slc5a3	Tmem265							
Rcan1	Cyp2e1							
Cbr1	Fcsk							
Cbr3	Meak7							
Dop1b	Mc1r							
Hlcs	Gpr83							
Ripply3	Shfl							
Vps26c	Olfr905							
Erg	Mir100hg							
Psmg1	Cxcr5							
Wrb	Poglut3							
Pcp4	Npffr1							
Mx1	Vpreb3							
Prdm15	Cfap410							
C2cd2	Olfr57							
Zbtb21	Vmn2r84							
B230307C23Rik	Insyn2b							
A630089N07Rik	Tmem95							
Gm21926	Rskr							
Gm49797	AC241534.1							
Tiam2	Crppa							
Tfb1m	Prorp							
Tmem242	Dmac2l							
Zdhhc14	Akr1c18							
Synj2	Gm47428							
Tmem181a	Gm807							
Dynlt1a	Shld3							
Dynlt1f	Olfr720							
Tagap1	CT009536.1							
Rps6ka2	Gm49087							
Fndc1	4930431P03Rik							
Tagap	Olfr729							
Fgfr1op	A730061H03Rik							
Pde10a	Gm48942							
Prkn	Gm15632							
Map3k4	Lratd2							
4732491K20Rik	AC113595.1							
Igf2r	Npff							
Airn	Zdhhc19							
Acat2	Gm15564							
Afdn	Cstdc4							
Smoc2	Csta2							
Thbs2	Dppa2							
Wdr27	Gm1604a							
1600012H06Rik	Ccr6							
Gm3448	Vmn2r96							
Ermard	Vmn2r100							
Fam120b	Gm50071							
Tbp	Zbtb9							
Pdcd2	Gm4356							
Rgmb	Gm49864							
BC002059	1700063J08Rik							
Zfp960	Gm50240							
Gm5165	Gm50103							
Riok2	Gm50105							
Spaca6	Gm50107							
Fpr2	A530088E08Rik							
Zfp160	Smim40							
Zfp677	Olfr90							
Zfp54	Gm49915							
Zfp51	Gm41611							
Zfp53	Gm19696							
Zfp52	Gm9993							
Zfp948	Gm4013							
Zfp983	Hspe1-rs1							
Zfp760	F730048M01Rik							
Zfp229	Gm50228							
Zfp820	Gm50164							
Zfp995	B020010K11Rik							
Zfp942	4833408A19Rik							
Zfp943	B4gat1							
Zfp994	D330050I16Rik							
CT030661.1	Gm50232							
Zfp944	Gm50340							
Zfp758	Gm10802							
Zfp946	Gm9895							
Zfp945	Gm16541							
Zfp40	BC037704							
Zfp213	Gm50431							
Zfp13	Gm30541							
Mmp25	8030456M14Rik							
Thoc6	Gm50394							
Tnfrsf12a	Gm21860							
Paqr4	Slco4c1							
9530082P21Rik	Fcnb							
Flywch1	Tgm3							
Kctd5	Gm38405							
Amdhd2	Olfr60							
Tbc1d24	Il22							
Ntn3	Chad							
Tedc2	Cstdc5							
Abca3	Stfa2							
D330041H03Rik	Ip6k3							
E4f1	Gm2629							
Mlst8	Cnnm1							
Traf7	Bcl2l15							
Rab26os	Gm19590							
Pkd1	Gm156							
Tsc2	Tcrg-V7							
Nthl1	Ly6m							
Slc9a3r2	Cpt1b							
Zfp598	Plaat1							
Tbl3	Rhbdl1							
Snhg9	Gm50013							
Fahd1	C230013L11Rik							
Spsb3	Dipk2b							
Mapk8ip3	Cdr1os							
Jpt2	Radx							
Cramp1l	Gm28940							
Ift140	Olfr432							
Tmem204	Neurod1							
Telo2	Olfr1258							
Clcn7	Actrt3							
Unkl	Gm38411							
Gnptg	Reg4							
Tsr3	2010310C07Rik							
Lmf1	Igkv12-89							
Rpusd1	Igkv8-24							
Haghl	Psg16							
Fam173a	Tph1							
Wdr24	Ucp3							
Jmjd8	5830411N06Rik							
Rhot2	Defa24							
Mcrip2	Zmat4							
Mettl26	Impg1							
Rab40c	Gm16185							
Pigq	Kcnmb4os2							
Capn15	Gip							
Rab11fip3	Gsdma							
Decr2	Gm48610							
Nme4	Serpina1b							
Tmem8	Ighv1-55							
Axin1	Tcrg-V5							
Fam234a	Lncbate6							
Neurl1b	Iglv1							
AC122252.2	Tbc1d22bos							
Bnip1	Cryaa							
Phf1	Hsf2bp							
Itpr3	Ttbk1							
Lemd2	Psd2							
Gm26724	Gm3734							
Gm49774	Gm30042							
Uhrf1bp1	Gm29946							
AC126937.2	Kir3dl2							
Zfp523								
Def6								
Ppard								
Fance								
Tead3								
Fkbp5								
Mapk13								
Brpf3								
Rab44								
Ppil1								
Pi16								
Tbc1d22b								
Rnf8								
Cmtr1								
Ccdc167								
Btbd9								
Slc37a1								
Pde9a								
Wdr4								
Pknox1								
Rrp1b								
Notch3								
Akap8l								
Wiz								
Cyp4f17								
Cyp4f16								
Zfp799								
Cyp4f13								
Zfp472								
Zfp952								
Zfp763								
Zfp563								
Zfp955a								
Zfp955b								
Zfp81								
Zfp101								
Adamts10								
Zfp414								
Gm17251								
Angptl4								
Kank3								
Cd320								
BC051226								
Zbtb22								
Rgl2								
Wdr46								
B3galt4								
Vps52								
Ring1								
H2-Ke6								
Slc39a7								
Rxrb								
H2-Oa								
H2-DMb2								
H2-Ob								
Notch4								
Rnf5								
Agpat1								
Ppt2								
Fkbpl								
Atf6b								
Tnxb								
Dxo								
Skiv2l								
Nelfe								
Zbtb12								
1110038B12Rik								
Vars								
Ddah2								
Gpank1								
D17H6S53E								
Tnf								
Nfkbil1								
H2-Q6								
H2-Q10								
Cchcr1								
Vars2								
Gtf2h4								
Ddr1								
Mdc1								
Nrm								
Dhx16								
2310061I04Rik								
Atat1								
Mrps18b								
Prr3								
Gnl1								
A930015D03Rik								
H2-T24								
Trim39								
Znrd1as								
Gabbr1								
Cenpq								
Mut								
Tnfrsf21								
Adgrf5								
Slc25a27								
Enpp5								
Enpp4								
Clic5								
Supt3								
B230354K17Rik								
Aars2								
Slc35b2								
Slc29a1								
Tmem63b								
Rsph9								
Mad2l1bp								
Polh								
Xpo5								
Polr1c								
Tjap1								
Abcc10								
Zfp318								
Dnph1								
Cul9								
Srf								
Ptk7								
Klc4								
Cul7								
Rrp36								
Klhdc3								
Ppp2r5d								
Pex6								
Bicral								
Tbcc								
Trerf1								
Mrps10								
Guca1a								
Taf8								
Bysl								
Med20								
Tomm6								
Tfeb								
Mdfi								
Foxp4								
A530064D06Rik								
Trem1								
Trem3								
Treml4								
B430306N03Rik								
Nfya								
Oard1								
Apobec2								
Mocs1								
Daam2								
Rftn1								
Plcl2								
Tbc1d5								
Efhb								
Pot1b								
Adgre4								
Zfp119a								
Zfp959								
Zfp119b								
Ebi3								
Yju2								
Stap2								
Mpnd								
Hdgfl2								
Lrg1								
Sema6b								
Tnfaip8l1								
Dpp9								
Fem1a								
Ticam1								
Kdm4b								
Ptprs								
Lonp1								
Ranbp3								
Vmac								
Dus3l								
Rfx2								
Mllt1								
Alkbh7								
Slc25a23								
Dennd1c								
Tubb4a								
Tnfsf9								
Tnfsf14								
Trip10								
Nudt12								
Efna5								
Fbxl17								
Fer								
Ppp4r1								
Twsg1								
Washc1								
Ddx11								
Ptprm								
Lama1								
Arhgap28								
Epb41l3								
Zbtb14								
C030034I22Rik								
Gm4707								
Trmt61b								
Clip4								
Lclat1								
Ehd3								
Memo1								
Spast								
Slc30a6								
Ttc27								
Ltbp1								
Rasgrp3								
Fam98a								
Crim1								
Vit								
Strn								
Heatr5b								
Cebpzos								
Ndufaf7								
Qpct								
Rmdn2								
Cyp1b1								
Atl2								
Galm								
Gemin6								
Dhx57								
Morn2								
Map4k3								
Thumpd2								
Pkdcc								
Mta3								
Haao								
Thada								
Plekhh2								
Dync2li1								
Lrpprc								
Ppm1b								
Prepl								
Camkmt								
Srbd1								
Prkce								
Epas1								
Pigf								
Socs5								
Msh2								
Msh6								
Ston1								
Nrxn1								
Mettl4								
Gm1976								
Gm20939								
Kdm5d								
Uty								
Gm47283								
Gm6225								
Cul2								
Bambi								
Mtpap								
Jcad								
Zfp438								
Gm10125								
Zeb1								
Arhgap12								
Mkx								
AC130718.2								
Colec12								
Esco1								
Gm6277								
Cables1								
Tmem241								
Rmc1								
Ttc39c								
Osbpl1a								
Zfp521								
Taf4b								
Rnf125								
Garem1								
Zfp397								
Zfp35								
Ino80c								
2700062C07Rik								
Rprd1a								
Slc39a6								
Elp2								
Mocos								
Tpgs2								
AW554918								
Celf4								
AC102496.1								
Pik3c3								
Gm7936								
Slc25a46								
Sap130								
Ammecr1l								
Polr2d								
Sft2d3								
Lims2								
Ercc3								
Gypc								
Tslp								
Wdr36								
Stard4								
Nrep								
Epb41l4aos								
Epb41l4a								
Cdc23								
Gm3550								
Fam53c								
Kdm3b								
Sil1								
AC121821.1								
Spata24								
Dnajc18								
Ecscr								
Cxxc5								
Igip								
Cystm1								
Apbb3								
Tmco6								
Wdr55								
Hars2								
Pcdhb14								
Pcdhb16								
Pcdhb17								
Pcdhb19								
Pcdhb20								
Pcdhb22								
3222401L13Rik								
Pcdhgb4								
Pcdhga12								
Pcdhgc3								
Hdac3								
Fchsd1								
Arap3								
Pcdh1								
1700086O06Rik								
Dele1								
Spry4								
Fgf1								
Prelid2								
Dpysl3								
Mcc								
Ythdc2								
Pggt1b								
Ccdc112								
Ticam2								
Commd10								
Sema6a								
Eno1b								
Srfbp1								
Lox								
Sncaip								
Snx24								
Ppic								
Cep120								
Zfp608								
Gramd3								
Aldh7a1								
C330018D20Rik								
Slc12a2								
Fbn2								
Slc27a6								
Gm4951								
Gm4841								
Smim3								
Synpo								
Arsi								
Camk2a								
Pdgfrb								
Hmgxb3								
Ppargc1b								
Arhgef37								
Bvht								
Carmn								
Pcyox1l								
Grpel2								
1500015A07Rik								
Afap1l1								
Ablim3								
Fbxo38								
Piezo2								
Wdr7								
Fech								
Atp8b1								
Nedd4l								
Alpk2								
Zfp532								
Ccbe1								
Mppe1								
Impa2								
Afg3l2								
Spire1								
Cep76								
Psmg2								
Cep192								
